institution.displayName,institution.state,institution.city,searchData.tuition.rawValue,searchData.enrollment.rawValue,searchData.testAvgs.displayValue.0.value,School Website,searchData.acceptanceRate.rawValue
University of Science and Arts of Oklahoma,OK,Chickasha,18900,,815-1010,http://www.usao.edu,48
University of Scranton,PA,Scranton,45790,3729,1120-1280,//www.scranton.edu,73
University of Sioux Falls,SD,Sioux Falls,18910,1319,1060-1180,http://www.usiouxfalls.edu,91
University of South Alabama,AL,Mobile,20164,10293,1040-1240,http://www.southalabama.edu,79
University of South Carolina,SC,Columbia,33928,26733,1190-1360,http://www.sc.edu,63
University of South Carolina--Aiken,SC,Aiken,21218,3344,950-1140,https://www.usca.edu/,51
University of South Carolina--Beaufort,SC,Bluffton,,,930-1090,http://www.uscb.edu,64
University of South Carolina--Upstate,SC,Spartanburg,23536,6036,920-1110,http://www.uscupstate.edu/,51
University of South Dakota,SD,Vermillion,12807,7590,1030-1260,http://www.usd.edu,86
University of Southern California,CA,Los Angeles,58195,19907,1350-1530,http://www.usc.edu/,13
University of Southern Indiana,IN,Evansville,19957,7513,980-1180,http://www.usi.edu,95
University of Southern Maine,ME,Portland,23590,6390,940-1060,http://www.usm.maine.edu,85
University of Southern Mississippi,MS,Hattiesburg,10879,11920,N/A,http://www.usm.edu/admissions,98
University of South Florida,FL,Tampa,17324,32238,1170-1330,http://www.usf.edu,43
University of St. Francis,IL,Joliet,34000,1629,1030-1190,http://www.stfrancis.edu,47
University of St. Joseph,CT,West Hartford,40286,903,1030-1210,http://www.usj.edu,72
University of St. Katherine,CA,,,,N/A,,
University of St. Mary,KS,Leavenworth,29880,732,975-1170,http://www.stmary.edu,61
University of St. Thomas,TX,Houston,31460,2047,1060-1250,http://www.stthom.edu,82
University of St. Thomas,MN,St. Paul,42736,6395,1130-1380,http://www.stthomas.edu,82
University of Tampa,FL,Tampa,29992,8443,1090-1250,http://www.ut.edu,49
University of Tennessee,TN,Knoxville,31454,22815,1150-1330,http://utk.edu,78
University of Tennessee--Chattanooga,TN,Chattanooga,25774,10239,990-1210,http://www.utc.edu,76
University of Tennessee--Health Science Center,TN,Memphis,,,N/A,,
University of Tennessee--Martin,TN,Martin,15788,6694,N/A,http://www.utm.edu,69
University of Texas--Arlington,TX,Arlington,28129,34472,1060-1260,http://www.uta.edu,80
University of Texas--Austin,TX,Austin,38228,40804,1230-1480,http://www.utexas.edu,39
University of Texas--Dallas,TX,Richardson,38168,19872,1220-1440,https://www.utdallas.edu,81
University of Texas--El Paso,TX,El Paso,22429,21464,940-1130,http://www.utep.edu,100
University of Texas Health Science Center--Houston,TX,Houston,,,N/A,//www.uth.tmc.edu/,
University of Texas Health Science Center--San Antonio,TX,San Antonio,,,N/A,//www.uthscsa.edu/,
University of Texas MD Anderson Cancer Center,TX,Houston,,356,N/A,https://www.mdanderson.org/education-training/degrees-programs/school-of-health-professions.html,
University of Texas Medical Branch--Galveston,TX,Galveston,20482,,N/A,//www.utmb.edu/,
University of Texas of the Permian Basin,TX,Odessa,10115,4744,970-1130,http://www.utpb.edu,83
University of Texas--Rio Grande Valley,TX,Edinburg,17773,24678,950-1120,http://www.utrgv.edu/en-us/index.htm,81
University of Texas--San Antonio,TX,San Antonio,24722,27988,1040-1220,http://www.utsa.edu,79
University of Texas--Tyler,TX,Tyler,22752,7333,1080-1280,http://www.uttyler.edu,78
University of the Arts,PA,Philadelphia,,,N/A,http://www.uarts.edu,
University of the Cumberlands,KY,Williamsburg,,,910-1130,http://www.ucumberlands.edu,74
University of the District of Columbia,DC,Washington,12704,3867,N/A,http://www.udc.edu/,69
University of the Incarnate Word,TX,San Antonio,32576,5558,950-1140,http://www.uiw.edu,88
University of the Ozarks,AR,Clarksville,25950,872,940-1140,https://www.ozarks.edu,90
University of the Pacific,CA,Stockton,49588,3701,1120-1350,http://www.pacific.edu,63
University of the Potomac,DC,Washington,,,N/A,//www.potomac.edu,
University of the Sacred Heart,PR,Santurce,5343,4239,N/A,//www.sagrado.edu/,
University of the Sciences,PA,Philadelphia,25000,1231,1120-1310,http://www.usciences.edu,60
The University of the South,TN,Sewanee,46472,1698,1200-1390,http://www.sewanee.edu,65
University of the Southwest,NM,Hobbs,,,N/A,http://www.usw.edu,35
University of the Virgin Islands,VI,St. Thomas,14496,1734,815-1125,,95
University of the West,CA,Rosemead,,,N/A,//www.uwest.edu,
University of Toledo,OH,Toledo,19994,16065,1020-1240,http://www.utoledo.edu,94
University of Toronto,,Toronto,,68761,N/A,https://www.utoronto.ca/future-students,
University of Tulsa,OK,Tulsa,42238,3296,1180-1410,http://utulsa.edu,41
University of Utah,UT,Salt Lake City,30132,24743,1130-1350,http://www.utah.edu,67
University of Valley Forge,PA,Phoenixville,22000,609,960-1148,https://www.valleyforge.edu/,59
University of Vermont,VT,Burlington,43690,11328,1180-1360,http://www.uvm.edu,68
University of Victoria,,"Victoria, British Columbia",,,N/A,//www.uvic.ca/,
University of Virginia,VA,Charlottesville,50920,16777,1330-1500,http://www.virginia.edu,26
University of Virginia--Wise,VA,Wise,27987,2065,950-1130,http://www.uvawise.edu,77
University of Washington,WA,Seattle,38796,32099,1220-1460,http://www.washington.edu,49
University of Waterloo,,"Waterloo, Ontario",,34002,N/A,http://uwaterloo.ca/,
University of West Alabama,AL,Livingston,18490,2159,N/A,http://www.uwa.edu,40
University of Western States,OR,Portland,,,N/A,,
University of West Florida,FL,Pensacola,18628,9733,1080-1230,http://uwf.edu,42
University of West Georgia,GA,Carrollton,20836,11135,920-1080,http://www.westga.edu,58
University of Windsor,,"Windsor, Ontario",,,N/A,//www.uwindsor.ca/,
University of Winnipeg,,"Winnipeg, Manitoba",,,N/A,//www.uwinnipeg.ca,
University of Wisconsin Colleges,WI,Madison,,,N/A,//www.gmc.edu/,
University of Wisconsin--Eau Claire,WI,Eau Claire,17116,10113,1040-1250,https://www.uwec.edu,86
University of Wisconsin--Green Bay,WI,Green Bay,15728,,916-1149,http://www.uwgb.edu,95
University of Wisconsin--La Crosse,WI,La Crosse,17602,9676,1085-1265,http://www.uwlax.edu,78
University of Wisconsin--Madison,WI,Madison,37785,32648,1300-1480,http://www.wisc.edu,52
University of Wisconsin--Milwaukee,WI,Milwaukee,20867,20256,N/A,http://www.uwm.edu,88
University of Wisconsin--Oshkosh,WI,Oshkosh,15194,12769,N/A,http://www.uwosh.edu,69
University of Wisconsin--Parkside,WI,Kenosha,15638,4090,950-1138,http://www.uwp.edu,87
University of Wisconsin--Platteville,WI,Platteville,,,1147-1343,http://www.uwplatt.edu,79
University of Wisconsin--River Falls,WI,River Falls,15598,5725,1010-1210,https://www.uwrf.edu,75
University of Wisconsin--Stevens Point,WI,Stevens Point,16585,7385,960-1190,http://www.uwsp.edu,83
University of Wisconsin--Stout,WI,Menomonie,17430,7555,N/A,https://www.uwstout.edu,92
University of Wisconsin--Superior,WI,Superior,15705,2294,1015-1285,http://www.uwsuper.edu,74
University of Wisconsin--Whitewater,WI,Whitewater,16416,10747,900-900,http://www.uww.edu,87
University of Wyoming,WY,Laramie,18151,9998,1050-1280,http://www.uwyo.edu,96
Upper Iowa University,IA,Fayette,31685,4008,920-1125,https://uiu.edu/,81
Urbana University,OH,Urbana,,,N/A,//www.urbana.edu,71
Ursinus College,PA,Collegeville,53610,1435,1140-1320,http://www.ursinus.edu,71
Ursuline College,OH,Pepper Pike,33440,631,1020-1160,http://www.ursuline.edu,90
Utah State University,UT,Logan,22197,24880,1050-1290,http://www.usu.edu,89
Utah Valley University,UT,Orem,16570,39397,N/A,http://www.uvu.edu/,100
Utica College,NY,Utica,22110,3722,1030-1220,http://www.utica.edu,84
Valdosta State University,GA,Valdosta,17196,8700,1000-1140,http://www.valdosta.edu,63
Valencia College,FL,Orlando,,,N/A,,
Valley City State University,ND,Valley City,12119,1404,900-1090,http://www.vcsu.edu,74
Valparaiso University,IN,Valparaiso,41820,3218,1070-1270,https://www.valpo.edu,89
Vanderbilt University,TN,Nashville,52070,6861,1450-1560,http://www.vanderbilt.edu,10
VanderCook College of Music,IL,Chicago,28434,107,1130-1270,http://www.vandercook.edu,79
Vanguard University of Southern California,CA,Costa Mesa,35100,1848,950-1120,http://www.vanguard.edu,40
Vassar College,NY,Poughkeepsie,58770,2456,1370-1510,http://www.vassar.edu,25
Vaughn College of Aeronautics and Technology,NY,Flushing,26640,1538,946-1147,http://www.vaughn.edu,82
Vermont Technical College,VT,Randolph Center,29003,1610,1070-1260,http://www.vtc.edu,69
Villa Maria College,NY,Buffalo,23280,,N/A,,
Villanova University,PA,Villanova,55430,6917,1300-1470,http://www.villanova.edu,29
Vincennes University,IN,Vincennes,14364,17481,N/A,http://www.vinu.edu,77
Virginia Commonwealth University,VA,Richmond,35244,24058,1070-1260,https://www.vcu.edu,77
Virginia Military Institute,VA,Lexington,45962,1685,1100-1310,http://www.vmi.edu,51
Virginia State University,VA,Petersburg,19576,3996,840-1010,http://www.vsu.edu,91
Virginia Tech,VA,Blacksburg,32835,27811,1180-1390,//www.vt.edu,65
Virginia Union University,VA,Richmond,17448,1186,782-970,http://www.vuu.edu/,57
Virginia Wesleyan University,VA,Virginia Beach,36660,1351,980-1180,http://www.mhu.edu,70
Viterbo University,WI,La Crosse,28650,1714,1040-1400,//www.viterbo.edu,76
Voorhees College,SC,Denmark,12630,491,800-940,"//www,voorhees.edu",65
Wabash College,IN,Crawfordsville,44720,882,1100-1330,http://www.wabash.edu,65
Wade College,TX,Dallas,,,N/A,,
Wagner College,NY,Staten Island,48280,1762,1070-1270,http://www.wagner.edu,70
Wake Forest University,NC,Winston-Salem,55440,5225,1310-1470,http://www.wfu.edu,29
Walden University,MN,Minneapolis,,,N/A,//www.waldenu.edu/,
Waldorf University,IA,Forest City,,,930-1110,http://www.waldorf.edu,72
Walla Walla University,WA,College Place,28035,,1020-1240,http://www.wallawalla.edu,65
Walsh College of Accountancy and Business Administration,MI,Troy,18309,802,N/A,https://www.walshcollege.edu,
Walsh University,OH,North Canton,30830,2027,990-1190,http://www.walsh.edu,78
Warner Pacific University,OR,Portland,18660,364,870-1060,http://www.warnerpacific.edu,97
Warner University,FL,Lake Wales,22850,910,880-1080,http://www.warner.edu,35
Warren Wilson College,NC,Asheville,37364,657,970-1250,https://www.warren-wilson.edu/,83
Wartburg College,IA,Waverly,43930,1498,1020-1160,https://www.wartburg.edu/,76
Washburn University,KS,Topeka,18560,5711,N/A,http://www.washburn.edu,100
Washington Adventist University,MD,Takoma Park,24800,960,860-1070,http://www.wau.edu,52
Washington and Jefferson College,PA,Washington,49338,1356,1130-1320,http://www.washjeff.edu,48
Washington and Lee University,VA,Lexington,54830,1829,1348-1490,http://www.wlu.edu,21
Washington College,MD,Chestertown,48814,1367,1080-1270,http://www.washcoll.edu,64
Washington State University,WA,Pullman,26419,26098,1020-1210,https://www.wsu.edu,77
Washington University in St. Louis,MO,St. Louis,55292,7751,1470-1570,http://www.wustl.edu,15
"Watkins College of Art, Design & Film",TN,Nashville,,,N/A,//www.watkins.edu,
Wayland Baptist University,TX,Plainview,22658,3355,890-1090,http://www.wbu.edu,98
Waynesburg University,PA,Waynesburg,25570,1330,980-1150,http://www.waynesburg.edu/,91
Wayne State College,NE,Wayne,12651,2975,N/A,https://www.wsc.edu/,100
Wayne State University,MI,Detroit,31499,17602,1010-1210,https://wayne.edu/,71
Webber International University,FL,Babson Park,27674,615,876-1060,http://www.webber.edu,40
Webb Institute,NY,Glen Cove,51690,104,1400-1550,http://www.webb.edu,33
Weber State University,UT,Ogden,16945,27465,N/A,http://weber.edu,100
Webster University,MO,St. Louis,28700,2496,1008-1243,http://www.webster.edu,57
Welch College,TN,Gallatin,19582,376,1000-1210,//www.welch.edu,79
Wellesley College,MA,Wellesley,56052,2534,1330-1520,http://www.wellesley.edu,20
Wells College,NY,Aurora,30900,470,1000-1230,https://www.wells.edu/,79
Wenatchee Valley College,WA,Wenatchee,,,N/A,//www.cascadia.edu,
Wentworth Institute of Technology,MA,Boston,34970,4341,1080-1280,http://www.wit.edu,76
Wesleyan College,GA,Macon,23770,725,930-1110,https://www.wesleyancollege.edu,48
Wesleyan University,CT,Middletown,57004,3009,1320-1500,http://www.wesleyan.edu,17
Wesley College,DE,Dover,,,750-1050,http://www.wesley.edu,62
West Chester University of Pennsylvania,PA,West Chester,21517,14567,1050-1200,http://www.wcupa.edu/,74
Western Carolina University,NC,Cullowhee,8220,10027,1030-1220,http://www.wcu.edu,40
Western Colorado University,CO,Gunnison,21909,2612,1000-1170,http://www.western.edu,89
Western Connecticut State University,CT,Danbury,23146,5028,1020-1220,http://www.wcsu.edu,79
Western Governors University,UT,Salt Lake City,,,N/A,//www.wgu.edu/,
Western Illinois University,IL,Macomb,11666,6754,930-1110,http://www.wiu.edu,59
Western International University,AZ,Tempe,,,N/A,http://www.west.edu/,
Western Kentucky University,KY,Bowling Green,26496,17030,980-1190,http://www.wku.edu,97
Western Michigan University,MI,Kalamazoo,16041,17760,990-1190,https://wmich.edu/,81
Western Nevada College,NV,Carson City,,,N/A,//www.wnc.edu,
Western New England University,MA,Springfield,37992,2751,1060-1250,http://www.wne.edu,85
Western New Mexico University,NM,Silver City,,,N/A,//www.wnmu.edu,
Western Oregon University,OR,Monmouth,26415,4648,940-1150,http://www.wou.edu,84
Western University,,"London, Ontario",,,N/A,http://welcome.uwo.ca/,
Western Washington University,WA,Bellingham,22440,15170,1080-1280,http://www.wwu.edu,88
Westfield State University,MA,Westfield,16235,5349,1000-1160,http://www.westfield.ma.edu,86
West Liberty University,WV,West Liberty,15670,2225,820-1300,http://www.westliberty.edu,69
West Los Angeles College,CA,Culver City,,,N/A,//www.wlac.edu,
Westminster College,UT,Salt Lake City,34984,1968,1080-1258,http://www.westminstercollege.edu,93
Westminster College,MO,Fulton,27600,717,1030-1190,https://www.wcmo.edu/,94
Westminster College,PA,New Wilmington,37300,1196,1000-1225,http://www.westminster.edu,66
Westmont College,CA,Santa Barbara,46594,1277,1110-1370,http://www.westmont.edu,62
West Texas A&M University,TX,Canyon,10274,7376,970-1170,http://www.wtamu.edu,65
West Virginia State University,WV,Institute,17666,,900-1056,http://www.wvstateu.edu,98
West Virginia University,WV,Morgantown,25320,21155,1050-1240,http://www.wvu.edu,82
West Virginia University Institute of Technology,WV,Beckley,18912,1755,1020-1190,http://www.wvutech.edu,61
West Virginia University--Parkersburg,WV,Parkersburg,,,N/A,//www.wvup.edu,
West Virginia Wesleyan College,WV,Buckhannon,31944,1180,975-1190,http://www.wvwc.edu,70
Whatcom Community College,WA,Bellingham,,,N/A,//www.marlboro.edu/academics/graduate,
Wheaton College,IL,Wheaton,37700,2401,1210-1420,http://www.wheaton.edu,83
Wheaton College,MA,Norton,54568,1760,1180-1350,http://www.wheatoncollege.edu,70
Wheeling University,WV,Wheeling,29290,861,910-1130,https://www.wju.edu/admissions/,91
Wheelock College,MA,Boston,,,700-1090,http://www.wheelock.edu,77
Whitman College,WA,Walla Walla,53820,1475,1280-1440,http://www.whitman.edu,50
Whittier College,CA,Whittier,49314,1732,1030-1213,http://www.whittier.edu,76
Whitworth University,WA,Spokane,44940,2355,1090-1290,http://www.whitworth.edu,91
Wichita State University,KS,Wichita,17453,13006,1061-1313,http://www.wichita.edu,75
Widener University,PA,Chester,47328,3345,1020-1200,http://www.widener.edu,69
Wilberforce University,OH,Wilberforce,,,780-980,http://www.wilberforce.edu,48
Wiley College,TX,Marshall,,,N/A,http://www.wileyc.edu,
Wilkes University,PA,Wilkes-Barre,37622,2455,1050-1240,http://www.wilkes.edu,75
Willamette University,OR,Salem,52074,1808,1170-1350,http://www.lawrence.edu,84
William Carey University,MS,Hattiesburg,12750,3191,930-1150,http://www.wmcarey.edu,68
William James College,MA,Newton,,,N/A,,
William Jessup University,CA,Rocklin,34950,1257,960-1173,http://www.jessup.edu,59
William Jewell College,MO,Liberty,34450,803,1030-1270,https://www.jewell.edu,46
William Paterson University of New Jersey,NJ,Wayne,21768,8735,890-1090,http://www.wpunj.edu/,93
William Peace University,NC,Raleigh,31700,910,920-1080,http://www.peace.edu,57
William Penn University,IA,Oskaloosa,,,840-1020,http://www.wmpenn.edu,54
Williams Baptist University,AR,Walnut Ridge,18058,480,N/A,https://williamsbu.edu/,56
Williams College,MA,Williamstown,57280,2073,1410-1550,http://www.williams.edu,13
William Woods University,MO,Fulton,24830,935,976-1225,http://www.williamwoods.edu,64
Wilmington College,OH,Wilmington,26775,1260,930-1090,https://www.wilmington.edu/,85
Wilmington University,DE,New Castle,11210,9042,N/A,http://www.wilmu.edu,100
Wilson College,PA,Chambersburg,25300,1044,950-1130,http://www.wilson.edu,92
Wingate University,NC,Wingate,35910,2726,960-1170,https://www.wingate.edu/,85
Winona State University,MN,Winona,15348,7228,1000-1190,http://www.winona.edu,66
Winston-Salem State University,NC,Winston-Salem,,,890-1020,http://www.wssu.edu,67
Winthrop University,SC,Rock Hill,30116,4887,950-1160,http://www.winthrop.edu,67
Wisconsin Lutheran College,WI,Milwaukee,30850,1085,1016-1198,http://www.wlc.edu,80
Wittenberg University,OH,Springfield,40280,1757,1070-1270,http://www.wittenberg.edu/,90
Wofford College,SC,Spartanburg,45710,1608,1180-1350,http://www.wofford.edu,64
Woodbury University,CA,Burbank,41182,1059,946-1130,https://woodbury.edu/,66
Worcester Polytechnic Institute,MA,Worcester,52322,4668,1300-1460,https://www.wpi.edu/admissions/undergraduate,42
Worcester State University,MA,Worcester,16241,5380,1010-1190,http://www.worcester.edu,78
Wright State University,OH,Dayton,18996,10925,970-1133,http://www.wright.edu,95
Xavier University,OH,Cincinnati,40450,4997,1070-1250,http://www.xavier.edu,74
Xavier University of Louisiana,LA,New Orleans,25006,2568,1016-1189,http://www.xula.edu,58
Yakima Valley College,WA,Yakima,,,N/A,//usfsm.edu/,
Yale University,CT,New Haven,55500,5964,1450-1560,http://www.yale.edu/,6
Yeshiva University,NY,New York,44900,2682,1140-1400,http://www.yu.edu,60
York College,NE,York,19310,405,950-1160,http://www.york.edu,50
York College of Pennsylvania,PA,York,20886,4050,1020-1220,http://www.ycp.edu,70
York University,,"Toronto, Ontario",,,N/A,http://www.yorku.ca/web/,
Young Harris College,GA,Young Harris,29067,1425,930-1130,//www.yhc.edu,64
Youngstown State University,OH,Youngstown,15101,11524,960-1190,http://www.ysu.edu,68
